1, 1.0298084014533817
2, 1.5862035937386971
3, 2.072724181547933
4, 2.5596681363434612
5, 4.0816360807167475
6, 3.4085259187708306
7, 4.674181576382356
8, 4.619033692547197
9, 5.09069527427242
10, 5.076414359097994
11, 5.288095624326521
12, 5.66098442135379
13, 6.201789417624865
14, 6.890578121042189
15, 6.866949570206743
16, 7.796730878664537
17, 7.5455036561612125
18, 8.799136374057648
19, 8.136979025189564
20, 9.279848232710012
30, 10.510692929135404
40, 13.785242666111499
50, 11.58990171723731
60, 12.568609726522206
70, 13.348909245747256
80, 15.382233214691313
90, 15.219356469501136
100, 14.878610027922406
150, 16.42197886602905
200, 16.011811461532513
250, 16.104114628630374
300, 16.165665977455614
350, 17.39820609596666
400, 15.95721754060196
450, 17.134348401736474
500, 16.8154633235121
