nthreads, ntasks, speedup
7, 18, 5.470373968668615
7, 19, 5.644028591539748
7, 20, 5.4224772554524465
7, 25, 6.082211289346063
7, 30, 5.863004415705882
7, 35, 6.297039919242565
7, 40, 6.719379704257858
7, 45, 6.796818683998704
7, 50, 6.729316882699299
7, 55, 6.882629376782369
7, 60, 7.020351107207405
7, 65, 6.4551523205136325
7, 70, 6.934269881802119
7, 75, 7.1536246672731725
7, 80, 7.31871650310606
7, 85, 6.625884830621059
7, 90, 6.89425914366993
7, 95, 6.893607556930336
7, 100, 6.818431747490845
8, 1, 1.0171720596702207
8, 2, 1.7623047373499807
8, 3, 2.2143117956290173
8, 4, 3.1558569831254073
8, 5, 3.390633892632977
8, 6, 4.015014209853301
8, 7, 4.747218602237755
8, 8, 5.291152898767237
8, 9, 4.585323614695599
8, 10, 5.410266301536573
8, 11, 5.718661822936338
8, 12, 4.731461510873998
8, 13, 6.535801881997926
8, 14, 5.405204339650839
8, 15, 6.689734415393127
8, 16, 5.07336461843599
8, 17, 5.345157044933917
8, 18, 5.869068468162243
8, 19, 5.984693410784558
8, 20, 6.481309617985429
8, 25, 6.223808213010182
8, 30, 7.329015405688624
8, 35, 6.658240798907696
8, 40, 7.08260139379028
8, 45, 7.484179768346363
8, 50, 7.492540763933635
8, 55, 7.684799154581235
8, 60, 7.176672474204052
8, 65, 7.437879129274025
8, 70, 7.610145487541869
8, 75, 7.970484677719269
8, 80, 7.978816254478762
8, 85, 7.29046689332683
8, 90, 7.885071279045125
8, 95, 7.835066210360843
8, 100, 8.121280133613386
9, 1, 0.9635456817041237
9, 2, 1.6236290615659397
9, 3, 2.4791613399297057
9, 4, 3.045326395774832
9, 5, 3.474556889548395
9, 6, 4.184892110361087
9, 7, 4.469178996470119
9, 8, 5.247060837906378
9, 9, 5.416557156308199
9, 10, 5.40968881417855
9, 11, 5.721977183577015
9, 12, 6.204615231791772
9, 13, 6.023934744147602
9, 14, 6.518587864898487
9, 15, 6.699382138685455
9, 16, 6.464470273920764
9, 17, 5.9879159615210895
9, 18, 5.757396098215262
9, 19, 5.718018814994632
9, 20, 6.094624781991488
9, 25, 7.379331353190871
9, 30, 7.824905692810314
9, 35, 7.272200884785439
9, 40, 8.427458544210214
9, 45, 8.910969855217388
9, 50, 8.235225447378056
9, 55, 8.303253884904308
9, 60, 8.15805948705879
9, 65, 8.31768943907564
9, 70, 8.21445799334417
9, 75, 8.059893198435535
9, 80, 7.812123383835144
9, 85, 8.824733732885983
9, 90, 8.932865793324728
9, 95, 8.756775759132623
9, 100, 8.857643907807441
10, 1, 0.9239474125167145
10, 2, 1.774921245140382
10, 3, 2.4859137511013074
10, 4, 3.0259965045951285
10, 5, 3.549128960600014
10, 6, 3.9848321184017403
10, 7, 4.668591839127022
10, 8, 4.973248168064899
10, 9, 5.751450247260052
10, 10, 6.807356455855833
10, 11, 5.524364981121059
10, 12, 6.5486752821408665
10, 13, 6.442031525175497
10, 14, 6.86991247851512
10, 15, 6.971665208221493
10, 16, 6.9919689726861805
10, 17, 7.549449061669193
10, 18, 6.342161785502152
10, 19, 8.086801574819642
10, 20, 6.370715045555983
10, 25, 7.648571693567032
10, 30, 7.882254746315316
10, 35, 8.546560775368786
10, 40, 8.960533029170705
10, 45, 9.091327836305016
10, 50, 9.669145267447925
10, 55, 8.82029063441914
10, 60, 9.736304162047421
10, 65, 9.224053193543824
10, 70, 9.964004935007276
10, 75, 9.861072317558012
10, 80, 8.488915941959629
10, 85, 9.567449021865555
10, 90, 10.215795534833552
10, 95, 9.645602389231883
10, 100, 9.836336461189452
11, 1, 1.0311060571894897
11, 2, 1.7117618148500122
11, 3, 2.407554838603945
11, 4, 2.86053909124209
11, 5, 3.5716932502009824
11, 6, 4.162852105009056
11, 7, 4.842787406927586
11, 8, 5.452280126265036
11, 9, 6.141398026836513
11, 10, 5.969241792841306
11, 11, 8.026948476300632
11, 12, 6.828042599583218
11, 13, 6.970262266838331
11, 14, 7.461651972468141
11, 15, 7.41672294944218
11, 16, 7.970292901432692
11, 17, 8.616612451712301
11, 18, 8.226737625671834
11, 19, 8.477218443895115
11, 20, 8.07433808438037
11, 25, 8.17571441640106
11, 30, 8.182100277588011
11, 35, 9.050285572130583
11, 40, 10.575840391275154
11, 45, 9.99617001414604
11, 50, 9.933338375839847
11, 55, 10.108373908704841
11, 60, 10.608984651973314
11, 65, 10.647581063061798
11, 70, 10.151334335419332
11, 75, 10.38213050835985
11, 80, 9.81209416442125
11, 85, 11.07849269504049
11, 90, 10.378107472995104
11, 95, 10.595680242047372
11, 100, 10.171393487835667
12, 1, 0.9551686176501882
12, 2, 1.5931138653357892
12, 3, 2.3571949520399254
12, 4, 3.0202684532356456
12, 5, 3.546796863400903
12, 6, 4.189689099661367
12, 7, 4.41549080774777
12, 8, 5.257331845674825
12, 9, 5.221661321930644
12, 10, 6.214811527901863
12, 11, 6.706378287211468
12, 12, 8.740085932361744
12, 13, 6.859969121718916
12, 14, 7.622781956994032
12, 15, 7.090457322430758
12, 16, 7.85352148510172
12, 17, 9.303267243159533
12, 18, 9.105924329026356
12, 19, 9.702922961724692
12, 20, 8.984073833164008
12, 25, 7.075964742294836
12, 30, 8.751770037997053
12, 35, 9.572466377396863
12, 40, 10.340591818490662
12, 45, 10.648870211772508
12, 50, 10.739599233832609
12, 55, 10.507072211367685
12, 60, 11.375504806210062
12, 65, 11.092702588834236
12, 70, 10.61618630955475
12, 75, 11.525923386911401
12, 80, 10.945454071624425
12, 85, 10.808164767795448
12, 90, 11.488884393463188
12, 95, 11.255674612042327
12, 100, 11.16597325598975
13, 1, 0.9644016493141029
13, 2, 1.6902209096114293
13, 3, 2.3319091879602807
13, 4, 2.804211600187765
13, 5, 3.7854374245544724
13, 6, 4.257044409773767
13, 7, 4.811449385243769
13, 8, 5.25264866592043
13, 9, 5.903044646455572
13, 10, 6.298980145393638
13, 11, 7.142364502643485
13, 12, 7.26592731983962
13, 13, 7.81751985272061
13, 14, 6.890209509938258
13, 15, 7.5310578396130525
13, 16, 7.905348041314389
13, 17, 8.29490682206883
13, 18, 9.554096149802115
13, 19, 10.141736833680795
13, 20, 9.272835100757346
13, 25, 8.50606186337739
13, 30, 8.979175703922056
13, 35, 10.98590742643753
13, 40, 10.408517190786574
13, 45, 11.29374996928533
13, 50, 12.286570974537824
13, 55, 11.572360591731295
13, 60, 11.995707538097687
13, 65, 10.986163230239896
13, 70, 9.97112788886196
13, 75, 12.924396137184377
13, 80, 12.060899733132286
13, 85, 12.515270741227594
13, 90, 12.262343871708937
13, 95, 13.069804449887686
13, 100, 12.447515090665519
14, 1, 1.01132450754622
14, 2, 1.8492509906106411
14, 3, 2.21837062911674
14, 4, 3.219354596232705
14, 5, 3.386854229489619
14, 6, 4.145390833926657
14, 7, 4.933287012879864
14, 8, 5.029759264598083
14, 9, 5.4957865336434715
14, 10, 6.269502542624314
14, 11, 6.277032622151736
14, 12, 6.911538094566049
14, 13, 7.90921379063463
14, 14, 8.509761631935964
14, 15, 8.548522095081145
14, 16, 8.271343181834776
14, 17, 8.942226388253616
14, 18, 9.645273085723586
14, 19, 9.847797213692493
14, 20, 9.558859173408184
14, 25, 12.07355759508676
14, 30, 8.525037772030533
14, 35, 10.625843599474155
14, 40, 13.559081723655598
14, 45, 11.26212472224448
14, 50, 12.863023466270889
14, 55, 13.751217228900872
14, 60, 12.655951653192952
14, 65, 11.425884220056957
14, 70, 11.718619786394953
14, 75, 13.137798754178844
14, 80, 13.351272926866718
14, 85, 12.927302034526575
14, 90, 13.506855922268873
14, 95, 11.024762057553719
14, 100, 12.490285649045195
15, 1, 0.9657429103775106
15, 2, 1.7398745020429405
15, 3, 2.506843878725166
15, 4, 3.12732810939281
15, 5, 3.7031533595061648
15, 6, 3.8674413614690537
15, 7, 4.45752366157598
15, 8, 5.446693800493088
15, 9, 5.465836509674883
15, 10, 5.991532340775595
15, 11, 7.772104231598838
15, 12, 7.155366298484703
15, 13, 8.044503147064699
15, 14, 8.514860561190325
15, 15, 8.55410423306934
15, 16, 8.692645360291401
15, 17, 8.58578452255228
15, 18, 9.701515900559782
15, 19, 10.0215734278512
15, 20, 10.795371497140552
15, 25, 12.137088862158265
15, 30, 12.081331923880331
15, 35, 11.42460851918541
15, 40, 12.79877141137784
15, 45, 13.72686724124118
15, 50, 12.759652335756986
15, 55, 13.312857408298637
15, 60, 13.105971179833695
15, 65, 11.710550888197867
15, 70, 13.99598714631863
15, 75, 13.58153865877687
15, 80, 13.599064177601432
15, 85, 15.162799113600979
15, 90, 14.858710591676674
15, 95, 13.749852728334792
15, 100, 13.49765654130055
16, 1, 0.9732698156006345
16, 2, 1.8119164575759963
16, 3, 2.4281304892445275
16, 4, 2.8343189591452247
16, 5, 3.5655049070102676
16, 6, 4.419410326635378
16, 7, 4.749854062868404
16, 8, 5.229427911506831
16, 9, 5.5166817071238725
16, 10, 6.277470092186248
16, 11, 6.816096637794063
16, 12, 7.208690889203752
16, 13, 7.912890869688745
16, 14, 8.493235878026452
16, 15, 8.254011001458347
16, 16, 9.554297297282726
16, 17, 9.121826742525588
16, 18, 9.257002517667996
16, 19, 10.252401294725088
16, 20, 10.667928890627609
16, 25, 11.726104507828019
16, 30, 15.284741060266647
16, 35, 9.758008964071209
16, 40, 11.25493826690743
16, 45, 13.682847127884488
16, 50, 12.070069117942053
16, 55, 12.558936790341571
16, 60, 14.785387084447127
16, 65, 13.81406406194568
16, 70, 14.471158844339723
16, 75, 15.882693995023681
16, 80, 14.195090343341707
16, 85, 14.275615837676902
16, 90, 14.295258088490547
16, 95, 15.551054390317741
16, 100, 14.886632462864515
17, 1, 0.9397890472999659
17, 2, 1.6273755407469133
17, 3, 2.3935751883364604
17, 4, 2.993892862249845
17, 5, 3.5785465486540655
17, 6, 4.437543664830751
17, 7, 4.888936004413431
17, 8, 5.0725286671527
17, 9, 5.521833287831045
17, 10, 6.5006757116849325
17, 11, 6.388822202159779
17, 12, 7.5876541131750255
17, 13, 8.049247451100758
17, 14, 8.077974915899492
17, 15, 10.267302931776275
17, 16, 8.561447120685942
17, 17, 9.740722981296143
17, 18, 9.1584758201145
17, 19, 9.785475924012768
17, 20, 10.1687807450943
17, 25, 11.54564913604758
17, 30, 12.914768016489287
17, 35, 11.947296811143906
17, 40, 12.176793384855504
17, 45, 15.08756211647386
17, 50, 14.034834784316647
17, 55, 14.651788473359018
17, 60, 14.556890344179381
17, 65, 15.841626783952645
17, 70, 14.655830700344424
17, 75, 15.391025851106647
17, 80, 14.107248288154683
17, 85, 15.220555266468308
17, 90, 14.940217328649611
17, 95, 16.330514928463806
17, 100, 15.382936135807903
18, 1, 0.9918084295021056
18, 2, 1.7141323535871287
18, 3, 2.4063779287761755
18, 4, 2.980996465888731
18, 5, 3.4859884090544986
18, 6, 4.0788797397361085
18, 7, 4.537513943748759
18, 8, 5.128098093177612
18, 9, 5.874408069223226
18, 10, 6.535916390516607
18, 11, 6.854956420356681
18, 12, 7.275394087592762
18, 13, 8.218129466073817
18, 14, 8.828532433088474
18, 15, 8.001888067670537
18, 16, 8.529812523127239
18, 17, 9.576856363614343
18, 18, 10.826507724630648
18, 19, 10.005981095865431
18, 20, 10.40957502539427
18, 25, 12.569955850950498
18, 30, 14.016599789945936
18, 35, 13.93857299297903
18, 40, 12.710042845414554
18, 45, 15.231638835084777
18, 50, 14.780431765918802
18, 55, 14.87716526932728
18, 60, 14.629100547879956
18, 65, 15.590937686310342
18, 70, 14.538437774676632
18, 75, 15.289331449190234
18, 80, 12.357417646759338
18, 85, 16.384660884590016
18, 90, 15.53507308506653
18, 95, 16.01803016652154
18, 100, 15.957117234926834
19, 1, 0.9652108955134256
19, 2, 1.7823682732362116
19, 3, 2.390977753952925
19, 4, 3.243707967413865
19, 5, 3.691554544295501
19, 6, 4.086153503489203
19, 7, 4.6147956782427135
19, 8, 5.1867119562598525
19, 9, 5.9283412215407685
19, 10, 6.151560224164157
19, 11, 6.52421913331197
19, 12, 7.210247989477468
19, 13, 8.365653067432287
19, 14, 7.686726561709611
19, 15, 9.035951774399457
19, 16, 11.89607484038453
19, 17, 13.761207753538075
19, 18, 11.091321922899738
19, 19, 9.668727166533774
19, 20, 10.110070987128767
19, 25, 12.843571331373987
19, 30, 14.14711904035026
19, 35, 15.03403025159276
19, 40, 12.070870054308937
19, 45, 14.906534834086779
19, 50, 15.848476892738532
19, 55, 14.37832697628915
19, 60, 15.895755340576807
19, 65, 16.908087187505597
19, 70, 15.523174464961572
19, 75, 15.262888844901926
19, 80, 16.8984063789229
19, 85, 16.405278784971102
19, 90, 15.602641633458859
19, 95, 15.844783066525618
19, 100, 15.295215163544174
20, 1, 0.9504680227475852
20, 2, 1.7486226250182912
20, 3, 2.479616195323424
20, 4, 2.872778106481556
20, 5, 3.673868068708756
20, 6, 3.89853136876816
20, 7, 4.6783915411452845
20, 8, 5.521010565845184
20, 9, 5.8521757484372685
20, 10, 6.4689606237902435
20, 11, 6.753794795049871
20, 12, 7.327706119377578
20, 13, 7.715318990639676
20, 14, 8.20343252408488
20, 15, 9.609892798113536
20, 16, 10.855213474464453
20, 17, 13.520375937436794
20, 18, 9.834670877440212
20, 19, 10.104421224478331
20, 20, 10.783965492201762
20, 25, 12.549747412623274
20, 30, 13.969501476302995
20, 35, 13.061401569277098
20, 40, 11.982612983361948
20, 45, 14.1617891500492
20, 50, 16.269235000210674
20, 55, 15.382517320233825
20, 60, 16.016323643853486
20, 65, 15.64603315719436
20, 70, 13.831141470090657
20, 75, 16.434149213071645
20, 80, 15.05045503848277
20, 85, 16.387881155158915
20, 90, 15.939727454731113
20, 95, 16.61037481200197
20, 100, 17.52667434958281
1, 150, 1.0410988090649993
1, 200, 1.0030519583982864
1, 250, 0.948579206475441
1, 300, 1.1416886038486873
1, 350, 1.0267022562384687
1, 400, 0.9754891026676162
1, 450, 1.0162879184605307
2, 150, 2.1371824776928707
2, 200, 1.9797257783583062
2, 250, 2.3339772778010954
2, 300, 2.1856112496011697
2, 350, 2.286419169532541
2, 400, 1.9417628592262248
2, 450, 2.418126110167322
3, 150, 3.2467575039102763
3, 200, 3.37662083512138
3, 250, 3.3661672759730275
3, 300, 3.346999190162248
3, 350, 3.38383318979144
3, 400, 3.4849775373081924
3, 450, 3.3298795210251932
4, 150, 4.071915485553885
4, 200, 4.307654764905432
4, 250, 3.963902527460166
4, 300, 4.285370129601951
4, 350, 4.277419575132282
4, 400, 3.896701920206917
4, 450, 4.582379477281025
5, 150, 5.241200981186658
5, 200, 5.5963460507633025
5, 250, 5.179445833149025
5, 300, 5.24210912454632
5, 350, 4.900316906665562
5, 400, 5.330558762246225
5, 450, 5.1697537102123885
6, 150, 6.2130196930926855
6, 200, 6.304940490796491
6, 250, 5.7462594151317
6, 300, 6.026293449723293
6, 350, 5.598540875963836
6, 400, 6.153580131139822
6, 450, 6.301664084009994
7, 150, 7.015743212651251
7, 200, 7.106471487517932
7, 250, 7.017147649443805
7, 300, 7.208861534050419
7, 350, 7.512050970959818
7, 400, 7.188060686125491
7, 450, 7.036954407414908
8, 150, 7.9855568893915505
8, 200, 7.719731389921708
8, 250, 7.885716173284736
8, 300, 7.804435941754729
8, 350, 7.242261109171049
8, 400, 8.166752924880987
8, 450, 7.978317531492564
9, 150, 9.22366696925726
9, 200, 9.050923030917552
9, 250, 8.726819534070588
9, 300, 8.562815319225889
9, 350, 9.18323946743654
9, 400, 8.850870547340191
9, 450, 9.199446575799115
10, 150, 9.954637862727031
10, 200, 9.865524928068004
10, 250, 10.332443931987175
10, 300, 9.491519240208595
10, 350, 9.960747964914551
10, 400, 9.895119112502712
10, 450, 9.797738965221876
11, 150, 11.135761365673439
11, 200, 11.159887766633528
11, 250, 10.806656027771917
11, 300, 10.324877193662717
11, 350, 10.68115822305008
11, 400, 10.785445083437741
11, 450, 11.02349097921207
12, 150, 11.6184230034233
12, 200, 11.918890992464135
12, 250, 11.19613943600255
12, 300, 11.629626080203725
12, 350, 12.472581343997202
12, 400, 12.029080817532494
12, 450, 12.155643785032638
13, 150, 12.978671039449276
13, 200, 12.301373086640945
13, 250, 12.72900133166621
13, 300, 11.540812681867125
13, 350, 13.152580949999424
13, 400, 13.666497580109606
13, 450, 12.883445458981077
14, 150, 14.198946422298716
14, 200, 13.294538353778258
14, 250, 13.808727039798898
14, 300, 13.669379168103921
14, 350, 13.637417431614697
14, 400, 13.918157371242183
14, 450, 14.424202534586621
15, 150, 14.239179367589573
15, 200, 14.578159004393207
15, 250, 15.94367130427701
15, 300, 15.27217752322207
15, 350, 14.247620246820706
15, 400, 14.729947812016054
15, 450, 14.39762770024576
16, 150, 15.78214763734609
16, 200, 16.470286785971734
16, 250, 16.063889204715398
16, 300, 14.841941726323421
16, 350, 15.780141940644995
16, 400, 15.218607018171605
16, 450, 16.77509606137368
17, 150, 16.554469112414107
17, 200, 16.209002309236784
17, 250, 16.222521058436662
17, 300, 16.3608408310029
17, 350, 17.617441051904823
17, 400, 16.833260373083338
17, 450, 14.894989661822763
18, 150, 17.233316917398056
18, 200, 15.631702570113257
18, 250, 18.011854855674105
18, 300, 17.481585015733756
18, 350, 17.15151908205676
18, 400, 15.576738940076451
18, 450, 13.997303842270323
19, 150, 12.193589323449512
19, 200, 17.13147381076434
19, 250, 16.429533140179206
19, 300, 16.96346870858218
19, 350, 16.032176667779524
19, 400, 16.3521710650059
19, 450, 15.858897212228205
20, 150, 16.13467166241796
20, 200, 15.606152525402464
20, 250, 17.313759145388488
20, 300, 18.00990171452456
20, 350, 15.52888678982273
20, 400, 16.218294059590235
20, 450, 13.030818308809602
1, 500, 1.0991666230281796
2, 500, 2.1097947348921786
3, 500, 3.5335422551218385
4, 500, 4.135097676066127
5, 500, 5.468811978941597
6, 500, 6.2156322698921525
7, 500, 7.599827646596852
8, 500, 7.909038662987109
9, 500, 8.858221172162493
10, 500, 8.865786966599318
11, 500, 12.35044159873134
12, 500, 11.295171427782382
13, 500, 13.118189574355542
14, 500, 13.723470444652055
15, 500, 12.120587490446177
16, 500, 12.574738627264011
17, 500, 16.369958571062718
18, 500, 15.927339765956717
19, 500, 16.995131356286368
20, 500, 17.129461729274283
