1, 1, 1.009356004035942
1, 2, 1.0071669971036956
1, 3, 0.9918668579793107
1, 4, 0.9553253591882412
1, 5, 0.9906185649859193
1, 6, 0.9970011965835298
1, 7, 1.0062529718558393
1, 8, 1.011642072236492
1, 9, 1.0165153555945017
1, 10, 1.0068366240606668
1, 11, 1.0036935556287383
1, 12, 0.8864851322940389
1, 13, 0.9973188829589595
1, 14, 0.9825674620689994
1, 15, 1.0082344109480426
1, 16, 1.0246382808421217
1, 17, 0.9994554282102962
1, 18, 1.0196009160082464
1, 19, 0.9761838053902696
1, 20, 0.918568393334642
2, 1, 0.9990568420146275
2, 2, 1.9075767286109582
2, 3, 1.4682114843222351
2, 4, 1.9291379742806614
2, 5, 1.6108967747440335
2, 6, 1.897563275429671
2, 7, 1.6883561049507159
2, 8, 1.9147912427972846
2, 9, 1.799193310804684
2, 10, 1.9041333097243835
2, 11, 1.7825448280243716
2, 12, 1.876332166998268
2, 13, 1.7931170141690063
2, 14, 1.950773343507476
2, 15, 1.8267608680384857
2, 16, 1.9021371377347331
2, 17, 1.8437134553510741
2, 18, 1.9221607141200316
2, 19, 1.9302902042007215
2, 20, 2.043835023741191
3, 1, 0.9849761967968975
3, 2, 1.9498776173756722
3, 3, 2.6864228547772524
3, 4, 1.993543103689672
3, 5, 2.314212533047082
3, 6, 2.7032823112891826
3, 7, 2.281503393476571
3, 8, 2.5035680055273835
3, 9, 2.5641537798749514
3, 10, 2.0414275410691682
3, 11, 2.6101722243475263
3, 12, 2.650908233267604
3, 13, 2.5201694156238856
3, 14, 2.6125653774832274
3, 15, 2.6566891249810056
3, 16, 2.588265227359791
3, 17, 2.6428642892824654
3, 18, 2.7592824665881173
3, 19, 2.6181592831611837
3, 20, 2.551725585715123
4, 1, 0.9719429549197474
4, 2, 1.9183771297602088
4, 3, 2.687082202238555
4, 4, 3.5340643399274354
4, 5, 2.4589252505909776
4, 6, 2.696173843059499
4, 7, 3.0504934926135534
4, 8, 3.4356782421166687
4, 9, 2.9771601392160494
4, 10, 3.198215391779658
4, 11, 3.096295683812418
4, 12, 2.4803968103079512
4, 13, 3.12929952190729
4, 14, 3.2730190454812305
4, 15, 3.3110624786379543
4, 16, 3.342682411139536
4, 17, 3.1996025346273798
4, 18, 3.326462567443548
4, 19, 3.284474672964916
4, 20, 3.2853460380138424
5, 1, 1.0074735339975092
5, 2, 1.8840936607801646
5, 3, 2.310770814672126
5, 4, 3.3398860787673468
5, 5, 3.893328719009227
5, 6, 2.925044303989337
5, 7, 3.1854428408700186
5, 8, 3.4897438470051667
5, 9, 3.598757273896004
5, 10, 3.8609110342515898
5, 11, 3.4657216446339536
5, 12, 3.7627614525396424
5, 13, 3.9389485570395544
5, 14, 3.716046180534706
5, 15, 3.3787809977186027
5, 16, 3.599906955400505
5, 17, 3.8142314119982026
5, 18, 3.849151876045527
5, 19, 4.0041989159810445
5, 20, 3.900231428153095
6, 1, 1.0083697380296421
6, 2, 1.9081002051285263
6, 3, 2.702875033171625
6, 4, 3.2618089763631635
6, 5, 3.9062604985900915
6, 6, 4.276637383574648
6, 7, 3.2678085268828387
6, 8, 3.5336939306239263
6, 9, 3.949878062966872
6, 10, 4.100463451936332
6, 11, 4.270800213881807
6, 12, 4.337713524307984
6, 13, 3.6907478341961335
6, 14, 4.03163898740644
6, 15, 4.2358928587642435
6, 16, 4.146472210579472
6, 17, 4.216892798181661
6, 18, 4.46293525347822
6, 19, 4.368551648099437
6, 20, 4.217605144512083
