nthreads, ntasks, speedup
9, 500, 6.218995463461404
10, 1, 1.0120990582702047
10, 2, 1.926186308091618
10, 3, 2.6675513913661653
10, 4, 3.209178547217472
10, 5, 4.22869911566927
10, 6, 4.828942732239408
10, 7, 4.834706782137241
10, 8, 5.0709662430747615
10, 9, 5.812370059007617
10, 10, 6.092897203205462
10, 11, 4.635790311337623
10, 12, 4.991599470125499
10, 13, 5.067260263175102
10, 14, 4.673759934829606
10, 15, 5.425223751483622
10, 16, 5.5034065584208856
10, 17, 5.775754944471205
10, 18, 5.751398539903725
10, 19, 5.841661249186085
10, 20, 6.0584390107214245
10, 30, 6.130376700429959
10, 40, 6.146318602263272
10, 50, 6.809229173643545
10, 60, 6.228737589555174
10, 70, 6.000394618939727
10, 80, 6.280669864624598
10, 90, 6.190527942026531
10, 100, 6.456580214078942
10, 150, 6.463542604576734
10, 200, 6.427890644379405
10, 250, 6.445921384959807
10, 300, 6.504502853575241
10, 350, 6.579960832942274
10, 400, 6.532504764181628
10, 450, 6.316724838828891
10, 500, 6.518882487514635
11, 1, 1.0874081367618154
11, 2, 1.9328780271624721
11, 3, 2.653073459040422
11, 4, 3.412459275762517
11, 5, 3.5614632162805457
11, 6, 4.290693711217137
11, 7, 4.71631185203637
11, 8, 5.093435614338682
11, 9, 5.705769474105019
11, 10, 6.1315181573187765
11, 11, 6.671343286743655
11, 12, 4.99678668314342
11, 13, 4.420768694138808
11, 14, 5.211052781013378
11, 15, 5.275072042582556
11, 16, 5.7986539060901965
11, 17, 5.723385498637651
11, 18, 5.825400827830971
11, 19, 6.022759314625758
11, 20, 6.086265884128951
11, 30, 6.258290927648691
11, 40, 5.974943155752053
11, 50, 6.432925452915271
11, 60, 6.235704630140517
11, 70, 6.614178671885488
11, 80, 6.623455028781231
11, 90, 7.455237661446497
11, 100, 6.740522718606436
11, 150, 6.469808507431139
11, 200, 6.426828212348966
11, 250, 6.8106685168927195
11, 300, 6.860674177042578
11, 350, 6.8751086384731686
11, 400, 6.399359011371177
11, 450, 6.8054423245019136
11, 500, 6.745055828084249
12, 1, 1.0074084020238228
12, 2, 1.8354940767992398
12, 3, 2.678609513145397
12, 4, 3.504850402194527
12, 5, 4.1942129255165215
12, 6, 4.416751131248133
12, 7, 4.650042013484464
12, 8, 5.201330004452658
12, 9, 5.488011140563946
12, 10, 6.00228815337952
12, 11, 6.595492724779252
12, 12, 6.741944996325792
12, 13, 4.755210251773704
12, 14, 5.077711391145754
12, 15, 5.2468865124325195
12, 16, 5.628844925669015
12, 17, 5.265245961195691
12, 18, 5.7731945288405315
12, 19, 5.905806440465783
12, 20, 6.152616322169054
12, 30, 6.15578767364736
12, 40, 6.3212749832025885
12, 50, 6.62236226361582
12, 60, 6.767960728989548
12, 70, 6.651813672644636
12, 80, 6.842954297575584
12, 90, 6.877885796643694
12, 100, 6.863947384042604
12, 150, 6.9604745551045895
12, 200, 7.051632822271946
12, 250, 7.886575109867528
12, 300, 6.9247015221479815
12, 350, 7.026001293695627
12, 400, 6.791369822748944
12, 450, 6.676528311166768
12, 500, 7.071200506768727
13, 1, 1.0196011280773132
13, 2, 1.980335918710709
13, 3, 2.7395350516042067
13, 4, 3.333722736959617
13, 5, 3.8393296776466364
13, 6, 4.529519871583419
13, 7, 4.651600300593207
13, 8, 5.610614242473894
13, 9, 5.516476627053211
13, 10, 6.18678258182145
13, 11, 6.250352516919565
13, 12, 7.067302737482343
13, 13, 5.586337023807255
13, 14, 5.261596217794401
13, 15, 5.311538135653058
13, 16, 5.598845645064686
13, 17, 5.874765313253447
13, 18, 5.849530919568689
13, 19, 5.943553894907619
13, 20, 5.812915162720784
13, 30, 6.167397193961048
13, 40, 6.380174908955942
13, 50, 6.528266321385936
13, 60, 6.437086876062318
13, 70, 6.948257781760136
13, 80, 6.737710031008871
13, 90, 6.604579620841625
13, 100, 6.838997158855518
13, 150, 6.794199798319895
13, 200, 7.083469304059808
13, 250, 7.050671630581054
13, 300, 7.1003946757953065
13, 350, 6.889580576609954
13, 400, 6.512926604379906
13, 450, 7.0215088664973715
13, 500, 6.983712295219402
14, 1, 1.0099651376348184
14, 2, 1.923471562779384
14, 3, 2.7286882993300208
14, 4, 3.3368966142013012
14, 5, 4.118268444326716
14, 6, 4.421688395664106
14, 7, 4.498029105354255
14, 8, 5.080244689170698
14, 9, 5.762106376397537
14, 10, 6.107902254284604
14, 11, 6.380054391184185
14, 12, 7.258085409559997
14, 13, 5.6326350786017745
14, 14, 5.957544683908541
14, 15, 5.387598139985773
14, 16, 5.5960684691253775
14, 17, 5.7578746812105885
14, 18, 5.998542042920815
14, 19, 5.896265820920954
14, 20, 6.135674147506822
14, 30, 6.226142511286469
14, 40, 6.507982949449456
14, 50, 6.685057306602926
14, 60, 6.7242970123022845
14, 70, 6.96098796957656
14, 80, 7.560429480265842
14, 90, 6.922735954736766
14, 100, 6.8827063866421465
14, 150, 6.930272862173594
14, 200, 6.940069698226102
14, 250, 6.816388881562161
14, 300, 7.088521179730449
14, 350, 7.143378023432128
14, 400, 6.923799768087717
14, 450, 6.916960433879146
14, 500, 6.9367451060027365
15, 1, 1.0081848333345516
15, 2, 1.9084683119459085
15, 3, 3.0485682339435267
15, 4, 3.415711040261883
15, 5, 4.093322605149132
15, 6, 4.556774162489175
15, 7, 4.482946397723942
15, 8, 4.957534263361793
15, 9, 5.550533248521779
15, 10, 6.102091865366018
15, 11, 6.668409857322035
15, 12, 6.920116334519256
15, 13, 5.573093314430486
15, 14, 5.65394316466255
15, 15, 5.862350770494458
15, 16, 4.968440223749023
15, 17, 5.707366508809555
15, 18, 6.173824796773062
15, 19, 5.96316966621914
15, 20, 6.23691860865029
15, 30, 6.416160019091659
15, 40, 6.596166407372659
15, 50, 6.594946839117062
15, 60, 6.841430796306096
15, 70, 6.651979208387119
15, 80, 6.960728583741526
15, 90, 6.961220181795132
15, 100, 6.981264349284048
15, 150, 6.7190895175406675
15, 200, 6.5467974572989585
15, 250, 7.004639307484418
15, 300, 7.035646600887571
15, 350, 7.074507234620148
15, 400, 6.941402451483618
15, 450, 6.997616836404447
15, 500, 7.167029609311735
16, 1, 1.0132245199190395
16, 2, 1.9626992146214088
16, 3, 2.7160952878396563
16, 4, 3.4305077785146283
16, 5, 4.180063083422132
16, 6, 4.458030318007909
16, 7, 5.162050818172156
16, 8, 5.23563937180342
16, 9, 5.6595446757873855
16, 10, 6.097764252445607
16, 11, 6.574777993021026
16, 12, 6.8203497008492935
16, 13, 5.594809715085534
16, 14, 6.025186836660548
16, 15, 5.664944829981709
16, 16, 5.924697555113394
16, 17, 5.944942009597178
16, 18, 5.7788206132629405
16, 19, 5.994940799258095
16, 20, 6.214886597192703
16, 30, 7.008581765499924
16, 40, 6.561409190780953
16, 50, 6.498766910966114
16, 60, 6.761771938139774
16, 70, 6.632417941847254
16, 80, 6.99829189349907
16, 90, 6.9976396954256375
16, 100, 6.804394552479535
16, 150, 7.0348509756361235
16, 200, 6.885635704782619
16, 250, 7.082968867956767
16, 300, 7.043473203376295
16, 350, 7.023518423096863
16, 400, 7.104044793660578
16, 450, 7.8635462261225735
16, 500, 6.9940829551380945
17, 1, 1.0122134393552022
17, 2, 1.9987934964707252
17, 3, 2.6621550624319954
17, 4, 3.382772751904987
17, 5, 4.181486887058759
17, 6, 4.386235139631181
17, 7, 4.630060996850557
17, 8, 5.113277964426273
17, 9, 5.592033996253637
17, 10, 6.153506082160362
17, 11, 4.3936094606136455
17, 12, 7.013973726751865
17, 13, 5.482467689936822
17, 14, 6.0047474343652585
17, 15, 5.864284287753616
17, 16, 5.991134131206094
17, 17, 5.875170642821319
17, 18, 5.7905814157656055
17, 19, 6.143548767170214
17, 20, 6.215122035336674
17, 30, 6.545698780414632
17, 40, 6.5851196918053585
17, 50, 6.6758025229045055
17, 60, 6.578961778667154
17, 70, 7.5312141776470956
17, 80, 6.981779318976243
17, 90, 6.8740771113853505
17, 100, 6.840539307893432
17, 150, 7.020089234463862
17, 200, 7.049972820132421
17, 250, 6.946771752254344
17, 300, 6.903302571316788
17, 350, 7.006308607043814
17, 400, 7.018217457871449
17, 450, 7.085823264861582
17, 500, 7.122190466197582
18, 1, 1.0029999948967605
18, 2, 1.6795436199737386
18, 3, 2.6076834920067973
18, 4, 3.4195639921579803
18, 5, 4.0227462664874105
18, 6, 4.6552102962318305
18, 7, 4.515935871546412
18, 8, 5.24165021303128
18, 9, 5.515419323690836
18, 10, 6.070535926141633
18, 11, 6.598799673457242
18, 12, 6.8645152662927185
18, 13, 5.493347461429438
18, 14, 5.801474541640294
18, 15, 5.806286967313789
18, 16, 6.038208987791937
18, 17, 5.927430584592891
18, 18, 5.618753628933067
18, 19, 6.197844460921836
18, 20, 6.1755621715144855
18, 30, 6.095749724850948
18, 40, 6.37761440238437
18, 50, 6.576286176049307
18, 60, 6.9566211940310385
18, 70, 6.842139297042272
18, 80, 6.964752300096691
18, 90, 6.861272095814857
18, 100, 6.637737934073118
18, 150, 7.097143041974448
18, 200, 6.835935120979973
18, 250, 7.159148777324149
18, 300, 7.078262086800683
18, 350, 6.938640368976969
18, 400, 7.057344128301693
18, 450, 6.6254918135041425
18, 500, 7.064161316459675
19, 1, 1.0140579155869256
19, 2, 1.9393250556834785
19, 3, 2.686631276216564
19, 4, 3.393778350913769
19, 5, 3.8258103256398286
19, 6, 3.740138023405517
19, 7, 4.531249955791852
19, 8, 5.105088765699065
19, 9, 5.6942161596159115
19, 10, 6.092897591479511
19, 11, 6.67805085378464
19, 12, 6.825800204732799
19, 13, 5.289933522975197
19, 14, 5.9017859846487495
19, 15, 5.951796659856087
19, 16, 6.245283784208881
19, 17, 5.808174871950743
19, 18, 5.990318195362098
19, 19, 6.254136217786261
19, 20, 6.60900892277914
19, 30, 6.46472883352168
19, 40, 6.6609407170769925
19, 50, 6.7608895593276035
19, 60, 6.761136412977425
19, 70, 6.94786702383414
19, 80, 6.970898050206063
19, 90, 6.752181195186645
19, 100, 6.849196215280821
19, 150, 6.959658808733745
19, 200, 7.087749903589856
19, 250, 7.098533646207546
19, 300, 7.118901811518031
19, 350, 7.264068286795575
19, 400, 7.522304617265728
19, 450, 7.027416728775154
19, 500, 7.040590048192893
20, 1, 0.9993511118829075
20, 2, 1.8602865742594512
20, 3, 2.8019162859308144
20, 4, 3.385929948584765
20, 5, 3.872518960622274
20, 6, 4.487794517078246
20, 7, 4.391533169484282
20, 8, 5.091677760522338
20, 9, 5.442634828985323
20, 10, 6.078080855969916
20, 11, 6.702411493986843
20, 12, 6.788784072409004
20, 13, 5.046728234307932
20, 14, 5.51156546244973
20, 15, 5.749236495660779
20, 16, 5.911998616874137
20, 17, 6.116594802188381
20, 18, 5.729046193120149
20, 19, 6.088802943215812
20, 20, 6.184833687931851
20, 30, 6.1906153371022405
20, 40, 6.553131312661096
20, 50, 6.578143471092393
20, 60, 6.747212346787618
20, 70, 6.917503843430213
20, 80, 6.678808923096205
20, 90, 6.835310462755159
20, 100, 6.9104249914721505
20, 150, 7.015393736290139
20, 200, 7.153009835214612
20, 250, 6.95378195877185
20, 300, 6.992655624715928
20, 350, 7.1077584874024655
20, 400, 7.020636684302254
20, 450, 6.520460037489228
20, 500, 6.997150818229767
